,artist,collab,weight
4030,Birdman,All Star,3
4031,Yo Gotti,Boosie Badazz,1
4032,Yo Gotti,Webbie,1
4033,Yo Gotti,Pleasure P,1
4034,Yo Gotti,Bohagon,3
4035,Yo Gotti,Allstar,11
4036,Yo Gotti,La Chat,4
4037,La Chat,Allstar,3
4038,Yo Gotti,Block Burnaz,1
4039,Yo Gotti,Slim Thug,2
4040,Yo Gotti,Lil’ Keke,2
4041,Yo Gotti,Young Buck,3
4042,Young Buck,Allstar,2
4043,Yo Gotti,The Block Burnaz,1
4044,Gucci Mane,Juelz Santana,6
4045,Yo Gotti,Zed Zilla,37
4046,Yo Gotti,Sylver Karatz,3
4047,Zed Zilla,Lil Wayne,2
4048,Yo Gotti,Yung L.A.,1
4049,Yo Gotti,J. Futuristic,2
4050,Yung L.A.,J. Futuristic,2
4051,Yung L.A.,Allstar,1
4052,Yung L.A.,Zed Zilla,1
4053,J. Futuristic,Allstar,1
4054,J. Futuristic,Zed Zilla,1
4055,Allstar,Zed Zilla,1
4056,Yo Gotti,Yung L.A,1
4057,Zed Zilla,Yung L.A,1
4058,Zed Zilla,J. Futuristic,1
4059,Zed Zilla,All Star,1
4060,Yung L.A,J. Futuristic,1
4061,Yung L.A,All Star,1
4062,J. Futuristic,All Star,1
4063,Yo Gotti,Jordan Hollywood,2
4064,Yo Gotti,DJ Drama,1
4065,Yo Gotti,Snootie Wild,1
4066,Yo Gotti,Starlito,13
4067,Zed Zilla,Sylver Karatz,1
4068,Gucci Mane,Zed Zilla,1
4069,Yo Gotti,The Clipse,1
4070,Jeezy,The Clipse,1
4071,Rick Ross,The Clipse,1
4072,Allstar,Gucci Mane,2
4073,Zed Zilla,Starlito,5
4074,Yo Gotti,Waka Flocka Flame,8
4075,Waka Flocka Flame,Zed Zilla,2
4076,Waka Flocka Flame,Starlito,2
4077,Yo Gotti,Ciara,2
4078,Yo Gotti,D'Nero,5
4079,Sylver Karatz,Zed Zilla,1
4080,Yo Gotti,Jadakiss,3
4081,Yo Gotti,Drama,1
4082,Yo Gotti,Lil Scrappy,1
4083,Gucci Mane,Lil Scrappy,1
4084,Gucci Mane,Young Buck,2
4085,Yo Gotti,OJ Da Juiceman,1
4086,Gucci Mane,OJ Da Juiceman,64
4087,Yo Gotti,Cam’ron,2
4088,Yo Gotti,Soulja Boy,1
4089,Gucci Mane,Soulja Boy,5
4090,Yo Gotti,Trae Tha Truth,1
4091,Yo Gotti,The Birdman,1
4092,The Birdman,Lil Wayne,1
4093,Yo Gotti,Yung Joc,1
4094,Gucci Mane,Yung Joc,6
4095,Yo Gotti,Kendall Morgan,1
4096,Yo Gotti,Rich Homie Quan,1
4097,Yo Gotti,J. Cole,1
4098,Yo Gotti,Canei Finch,1
4099,J. Cole,Canei Finch,1
4100,Yo Gotti,Ne-Yo,1
4101,Yo Gotti,Wale,2
4102,Ne-Yo,Wale,1
4103,Yo Gotti,YG,1
4104,Yo Gotti,Big K.R.I.T.,1
4105,Yo Gotti,Wiz Khalifa,1
4106,Big K.R.I.T.,Big Sean,2
4107,Big K.R.I.T.,Wale,1
4108,Big K.R.I.T.,Wiz Khalifa,1
4109,Yo Gotti,Trina,1
4110,Gucci Mane,Trina,4
4111,Gucci Mane,Nicki Minaj,20
4112,Trina,Nicki Minaj,1
4113,Yo Gotti & Dirty Yella,Zed Zilla,2
4114,Yo Gotti & Dirty Yella,Gorrila Zoe,1
4115,Yo Gotti & Dirty Yella,2 Chainz,1
4116,Yo Gotti & Dirty Yella,La Da Booman,1
4117,2 Chainz,La Da Booman,1
4118,Yo Gotti & Dirty Yella,Future,1
4119,Yo Gotti & Dirty Yella,Rocko,1
4120,Yo Gotti & Dirty Yella,Waka Flocka Flame,2
4121,Yo Gotti & Dirty Yella,Tony Yayo,1
4122,Waka Flocka Flame,Tony Yayo,2
4123,Yo Gotti & Dirty Yella,Freeway,1
4124,Yo Gotti & Dirty Yella,Mon E.G. (Kansas City La Familia),1
4125,Freeway,Mon E.G. (Kansas City La Familia),1
4126,Yo Gotti & Dirty Yella,Mike Mike,1
4127,Yo Gotti & Dirty Yella,Stony,1
4128,Yo Gotti & Dirty Yella,Lucky Lansky,1
4129,Yo Gotti & Dirty Yella,Alley Boy,1
4130,Yo Gotti & Dirty Yella,Rock City,1
4131,Lucky Lansky,Alley Boy,1
4132,Lucky Lansky,Rock City,1
4133,Alley Boy,Rock City,1
4134,Yo Gotti & Dirty Yella,Gucci Mane,1
4135,Yo Gotti & Dirty Yella,Boosie Badazz,1
4136,Yo Gotti & Dirty Yella,Garvey (D.C. La Familia),1
4137,Yo Gotti & Dirty Yella,Ciara,1
4138,Yo Gotti & Dirty Yella,Rick Ross,1
4139,Yo Gotti & Dirty Yella,Sl Jones,1
4140,Yo Gotti & Dirty Yella,Pill,1
4141,Sl Jones,Waka Flocka Flame,1
4142,Sl Jones,Pill,1
4143,Waka Flocka Flame,Pill,1
4144,Yo Gotti & Dirty Yella,Jeezy,1
4145,Yo Gotti & Dirty Yella,The Fabulous,1
4146,Jeezy,The Fabulous,1
4147,Yo Gotti & Dirty Yella,Garvey,1
4148,Zed Zilla,Garvey,1
4149,Yo Gotti & Dirty Yella,Capital P,2
4150,Yo Gotti & Dirty Yella,MGN,1
4151,Yo Gotti & Dirty Yella,G Riel,2
4152,Capital P,MGN,1
4153,Capital P,G Riel,1
4154,MGN,G Riel,1
4155,Yo Gotti & Dirty Yella,Yung L.A,1
4156,Yo Gotti & Dirty Yella,Cam,1
4157,G Riel,Yung L.A,1
4158,G Riel,Cam,1
4159,G Riel,Capital P,1
4160,Yung L.A,Cam,1
4161,Yung L.A,Capital P,1
4162,Cam,Capital P,1
4163,Yo Gotti,Platinum,1
4164,Platinum,All Star,1
4165,Yo Gotti,Ltg,1
4166,Ltg,Zed Zilla,1
4167,Yo Gotti,8Ball,2
4168,Yo Gotti,Baby,2
4169,Yo Gotti,Pooh Bear,2
4170,Yo Gotti,Jazze Pha,2
4171,Yo Gotti,Bun B,1
4172,Paper Route EMPIRE,Young Dolph,6
4173,Young Dolph,Paper Route EMPIRE,2
4174,Young Dolph,SNUPE BANDZ,6
4175,Key Glock,Paper Route EMPIRE,1
4176,Key Glock,SNUPE BANDZ,3
4177,Paper Route EMPIRE,SNUPE BANDZ,6
4178,Paper Route EMPIRE,Key Glock,7
4179,Paper Route EMPIRE,Gucci Mane,1
4180,Key Glock,Gucci Mane,1
4181,Paper Route EMPIRE,Big Moochie Grape,4
4182,Young Dolph,Kenny Muney,2
4183,Young Dolph,Joddy Badass,1
4184,Young Dolph,Jay Fizzle,10
4185,Young Dolph,Big Moochie Grape,1
4186,Paper Route EMPIRE,Kenny Muney,2
4187,Paper Route EMPIRE,Joddy Badass,2
4188,Paper Route EMPIRE,Jay Fizzle,2
4189,Key Glock,Kenny Muney,1
4190,Key Glock,Joddy Badass,1
4191,Key Glock,Big Moochie Grape,1
4192,SNUPE BANDZ,Kenny Muney,1
4193,SNUPE BANDZ,Joddy Badass,1
4194,SNUPE BANDZ,Jay Fizzle,1
4195,SNUPE BANDZ,Big Moochie Grape,1
4196,Kenny Muney,Joddy Badass,1
4197,Kenny Muney,Jay Fizzle,1
4198,Kenny Muney,Big Moochie Grape,1
4199,Joddy Badass,Jay Fizzle,1
4200,Joddy Badass,Big Moochie Grape,1
4201,Jay Fizzle,Big Moochie Grape,1
4202,Kenny Muney,Young Dolph,1
4203,Paper Route EMPIRE,PaperRoute Woo,4
4204,PaperRoute Woo,Key Glock,1
4205,Paper Route EMPIRE,Bigg Unccc,1
4206,Young Dolph,Bigg Unccc,1
4207,Young Dolph,PaperRoute Woo,4
4208,Bigg Unccc,PaperRoute Woo,1
4209,PaperRoute Woo,SNUPE BANDZ,1
4210,Jay Fizzle,SNUPE BANDZ,1
4211,SNUPE BANDZ,PaperRoute Woo,2
4212,Young Dolph,Megan Thee Stallion,1
4213,Young Dolph,G Herbo,1
4214,Young Dolph,Moma Gabbana,1
4215,Young Dolph,Snoop Dogg,1
4216,Young Dolph,Offset,2
4217,Young Dolph,Kash Doll,1
4218,Young Dolph,Shelley FKA DRAM,1
4219,Young Dolph,Gucci Mane,11
4220,Young Dolph,2 Chainz,10
4221,Young Dolph,Ty Dolla $ign,1
4222,Gucci Mane,Ty Dolla $ign,2
4223,Berner,Young Dolph,8
4224,Berner,OJ Da Juiceman,1
4225,Berner,Project Pat,1
4226,Young Dolph,OJ Da Juiceman,2
4227,Young Dolph,Project Pat,2
4228,OJ Da Juiceman,Project Pat,2
4229,Berner,Philthy Rich,1
4230,Young Dolph,Philthy Rich,1
4231,Berner,Juicy J,1
4232,Young Dolph,Juicy J,2
4233,Berner,Prezi,1
4234,Young Dolph,Prezi,1
4235,Berner,Gucci Mane,1
4236,Young Dolph,Wiz Khalifa,2
4237,Berner,Peewee Longway,1
4238,Young Dolph,Peewee Longway,14
4239,Young Dolph,Ampichino,1
4240,Young Dolph,Migos,5
4241,Young Dolph,Lil Yachty,1
4242,Young Dolph,Boosie Badazz,1
4243,Young Dolph,Wale,1
4244,Young Dolph,T.I.,1
4245,Young Dolph,21 Savage,2
4246,Young Dolph,Bino Brown,6
4247,Jay Fizzle,Bino Brown,3
4248,Young Dolph,J Money,1
4249,Young Dolph,Yo Millionaire,1
4250,Jay Fizzle,J Money,1
4251,Jay Fizzle,Yo Millionaire,1
4252,J Money,Bino Brown,1
4253,J Money,Yo Millionaire,1
4254,Bino Brown,Yo Millionaire,1
4255,Gucci Mane,Young Dolph,57
4256,Gucci Mane,Young Scooter,51
4257,Young Dolph,Young Scooter,3
4258,Gucci Mane,Big Bank Black,5
4259,Young Dolph,Big Bank Black,1
4260,Young Dolph,Paul Wall,4
4261,Young Dolph,Slim Thug,2
4262,Paul Wall,Slim Thug,1
4263,Slim Thug,Paul Wall,1
4264,Peewee Longway,Young Dolph,17
4265,Peewee Longway,Offset,2
4266,Peewee Longway,Trae Tha Truth,1
4267,Young Dolph,Trae Tha Truth,2
4268,Peewee Longway,Migos,3
4269,Peewee Longway,Gucci Mane,2
4270,Peewee Longway,Young Scooter,1
4271,Peewee Longway,Cocky!,1
4272,Young Dolph,Cocky!,1
4273,Young Dolph,MPA Duke,2
4274,Young Dolph,MPA Wicced,1
4275,Peewee Longway,MPA Duke,4
4276,Peewee Longway,MPA Wicced,3
4277,Peewee Longway,OJ Da Juiceman,1
4278,Gucci Mane,Strap Da Fool,2
4279,Peewee Longway,Strap Da Fool,1
4280,Young Dolph,Strap Da Fool,1
4281,Young Dolph,Shy Glizzy,1
4282,Young Dolph,Rick Ross,1
4283,Young Dolph,Jeezy,1
4284,Young Dolph,Problem,1
4285,Young Dolph,Cap 1,1
4286,Young Dolph,Doe B,1
4287,Young Dolph,Starlito,3
4288,Jay Fizzle,Starlito,1
4289,Young Dolph,Don Trip,2
4290,Don Trip,Starlito,1
4291,Young Scooter,Project Pat,1
4292,Young Dolph,Tim Gates,7
4293,Young Dolph,8Ball,2
4294,Young Dolph,MJG,1
4295,Young Dolph,D-Boy Fresh,1
4296,Young Dolph,Future,2
4297,D-Boy Fresh,Future,1
4298,Young Dolph,Muney Makkn Murda,2
4299,Tim Gates,Muney Makkn Murda,1
4300,Young Dolph,Zed Zilla,1
4301,Young Dolph,Muney Makin Murda,2
4302,Young Dolph,Daddyyo,1
4303,Young Dolph,Murda,1
4304,Daddyyo,Murda,1
4305,Young Dolph,Titty Boi,1
4306,2 Chainz,8Ball,1
4307,DeJ Loaf,Big Sean,1
4308,DeJ Loaf,Gunna,2
4309,DeJ Loaf,42 Dugg,1
4310,DeJ Loaf,Sada Baby,1
4311,DeJ Loaf,Rick Ross,1
4312,DeJ Loaf,Benny The Butcher,1
4313,DeJ Loaf,Boldy James,1
4314,DeJ Loaf,Conway the Machine,1
4315,Benny The Butcher,Boldy James,1
4316,Boldy James,Conway the Machine,1
4317,DeJ Loaf,Lil Uzi Vert,1
4318,DeJ Loaf,6LACK,1
4319,DeJ Loaf,Jacquees,10
4320,Zona Man,G Herbo,1
4321,Zona Man,Babyface Ray,1
4322,Zona Man,G.T.,1
4323,Babyface Ray,G.T.,1
4324,Zona Man,Lil Durk,1
4325,Chance the Rapper,Jeremih,14
4326,Chance the Rapper,Hannibal Buress,1
4327,Jeremih,Hannibal Buress,1
4328,Chance the Rapper,Valee,1
4329,Jeremih,Valee,1
4330,Jeremih,K CAMP,1
4331,Jeremih,Katie Got Bandz,1
4332,K CAMP,Katie Got Bandz,1
4333,Jeremih,Stefflon Don,1
4334,Jeremih,Krept & Konan,1
4335,Stefflon Don,Krept & Konan,1
4336,Jeremih,The Game,1
4337,Jeremih,Smith & Wesson,1
4338,Jeremih,Sonyae,1
4339,Jeremih,G Herbo,1
4340,Jeremih,J. Cole,1
4341,Jeremih,Migos,1
4342,Jeremih,Feather,1
4343,Jeremih,YG,1
4344,Jeremih,Juicy J,1
4345,Jeremih,Twista,1
4346,Juicy J,Twista,1
4347,Jeremih,Jhené Aiko,1
4348,Jeremih,50 Cent,1
4349,Migos,Drake,2
4350,Migos,Cardi B,3
4351,Migos,Polo G,1
4352,Migos,Future,1
4353,Migos,Justin Bieber,1
4354,Migos,Juice WRLD,1
4355,Migos,Pop Smoke,1
4356,Migos,YoungBoy Never Broke Again,1
4357,Migos,21 Savage,1
4358,Migos,Gucci Mane,3
4359,Migos,Travis Scott,2
4360,Migos,Ty Dolla $ign,1
4361,Migos,Big Sean,1
4362,Travis Scott,Ty Dolla $ign,1
4363,Travis Scott,Big Sean,2
4364,Migos,Nicki Minaj,1
4365,Nicki Minaj,Cardi B,1
4366,Migos,Post Malone,1
4367,Migos,2 Chainz,2
4368,Migos,DJ Khaled,1
4369,Migos,Lil Uzi Vert,1
4370,Migos,J Money,1
4371,Migos,French Montana,1
4372,Migos,Fetty Wap,1
4373,Migos,Rich Homie Quan,3
4374,Migos,2 Shot,1
4375,Migos,Scooby,1
4376,Migos,Shaggy,1
4377,Scooby,Shaggy,1
4378,Migos,Chris Brown,1
4379,Gucci Mane,Migos,21
4380,Gucci Mane,Kourney Money,1
4381,Migos,Kourney Money,1
4382,Young Scooter,Migos,1
4383,Migos,Young Dolph,1
4384,Migos,DJ RayG,1
4385,Migos,Jermaine Dupri,1
4386,Jermaine Dupri,Rich Homie Quan,1
4387,Jermaine Dupri,Young Thug,1
4388,Migos,Offset,2
4389,Migos,Quavo,4
4390,Migos,Stunin,2
4391,Offset,Stunin,2
4392,Quavo,Stunin,2
4393,Migos,Takeoff,2
4394,Migos,Yah Stupid,1
4395,French Montana,John Legend,1
4396,French Montana,Rick Ross,10
4397,French Montana,Kodak Black,5
4398,French Montana,Pop Smoke,3
4399,French Montana,Lil Durk,9
4400,Pop Smoke,Lil Durk,2
4401,French Montana,Doja Cat,2
4402,French Montana,Saweetie,2
4403,Doja Cat,Saweetie,2
4404,French Montana,Fivio Foreign,2
4405,French Montana,Fabolous,3
4406,French Montana,Coi Leray,2
4407,French Montana,42 Dugg,2
4408,Coi Leray,42 Dugg,2
4409,French Montana,Ty Dolla $ign,2
4410,French Montana,Latto,2
4411,Ty Dolla $ign,Latto,2
4412,French Montana,Lil Tjay,2
4413,French Montana,Moneybagg Yo,2
4414,French Montana,Tory Lanez,1
4415,French Montana,Jim Jones,2
4416,French Montana,Jack Harlow,1
4417,Jack Harlow,Lil Durk,1
4418,French Montana,Chinx,69
4419,French Montana,Rafi Malice,1
4420,French Montana,Max B,64
4421,Rafi Malice,Max B,1
4422,French Montana,YoungBoy Never Broke Again,1
4423,French Montana,Benny The Butcher,1
4424,French Montana,Zak,1
4425,French Montana,A$AP Rocky,3
4426,Zak,A$AP Rocky,1
4427,French Montana,LGP QUA,1
4428,French Montana,Lil Mosey,1
4429,French Montana,Curren$y,4
4430,French Montana,Gunna,1
4431,French Montana,Kevin Gates,2
4432,Kodak Black,Kevin Gates,1
4433,French Montana,Belly,2
4434,Chinx,Max B,1
4435,French Montana,Post Malone,1
4436,French Montana,Cardi B,1
4437,French Montana,Rvssian,1
4438,Post Malone,Cardi B,1
4439,Post Malone,Rvssian,1
4440,Cardi B,Rvssian,1
4441,French Montana,Swae Lee,1
4442,French Montana,Chris Brown,4
4443,Swae Lee,Chris Brown,1
4444,French Montana,PARTYNEXTDOOR,1
4445,French Montana,London On Da Track,1
4446,PARTYNEXTDOOR,London On Da Track,1
4447,French Montana,Logic,1
4448,Juicy J,Logic,4
4449,Juicy J,A$AP Rocky,6
4450,Logic,A$AP Rocky,1
4451,French Montana,Drake,2
4452,French Montana,City Girls,1
4453,French Montana,Blueface,1
4454,Blueface,Lil Tjay,1
4455,French Montana,The Weeknd,2
4456,The Weeknd,Max B,1
4457,French Montana,Pharrell Williams,1
4458,French Montana,Future,4
4459,French Montana,T.I.,1
4460,French Montana,Young Thug,1
4461,French Montana,Marc E. Bassy,1
4462,French Montana,Alkaline,1
4463,French Montana,Kanye West,1
4464,French Montana,Nas,1
4465,French Montana,Big Sean,2
4466,French Montana,Travis Scott,2
4467,French Montana,Diddy,6
4468,French Montana,Jadakiss,8
4469,Diddy,Jadakiss,3
4470,A$AP Rocky,Chinx,1
4471,French Montana,Fetty Wap,5
4472,French Montana,Monty,1
4473,Fetty Wap,Monty,1
4474,French Montana,Zack,3
4475,Fetty Wap,Zack,1
4476,Fetty Wap,Chris Brown,1
4477,Fetty Wap,Nitt Da Gritt,1
4478,French Montana,N.O.R.E.,2
4479,Chinx,N.O.R.E.,1
4480,French Montana,Migos,1
4481,Chris Brown,Migos,1
4482,French Montana,Lil Wayne,2
4483,Travis Scott,Lil Durk,1
4484,Chinx,Zack,1
4485,French Montana,will.i.am,1
4486,will.i.am,Lil Durk,1
4487,Chinx,Young Thug,1
4488,French Montana,DJ Khaled,2
4489,French Montana,Mavado,3
4490,French Montana,Ace Hood,4
4491,French Montana,Snoop Dogg,3
4492,French Montana,Scarface,2
4493,DJ Khaled,Mavado,2
4494,DJ Khaled,Ace Hood,3
4495,DJ Khaled,Snoop Dogg,2
4496,DJ Khaled,Scarface,2
4497,Mavado,Ace Hood,3
4498,Mavado,Snoop Dogg,2
4499,Mavado,Scarface,2
4500,Ace Hood,Snoop Dogg,2
4501,Ace Hood,Scarface,2
4502,Snoop Dogg,Scarface,2
4503,French Montana,Jeremih,2
4504,Jeremih,Diddy,1
4505,French Montana,Nicki Minaj,2
4506,French Montana,Ne-Yo,1
4507,French Montana,Raekwon,1
4508,Ne-Yo,Raekwon,1
4509,French Montana,Rico Love,3
4510,French Montana,King Los,2
4511,French Montana,Red Cafe,5
4512,Machine Gun Kelly,King Los,2
4513,Machine Gun Kelly,Red Cafe,1
4514,Machine Gun Kelly,Diddy,1
4515,King Los,Red Cafe,1
4516,King Los,Diddy,1
4517,Red Cafe,Diddy,1
4518,Chinx,Rick Ross,1
4519,Chinx,Diddy,1
4520,French Montana,Trey Songz,1
4521,Trey Songz,Fabolous,3
4522,Chinx,Red Cafe,2
4523,French Montana,Wale,4
4524,Jadakiss,Wale,1
4525,French Montana,Kenny Kingpin,1
4526,French Montana,Maino,3
4527,Kenny Kingpin,Maino,1
4528,French Montana,Mike Classic,1
4529,French Montana,Game,1
4530,2 Chainz,Game,1
4531,French Montana,Fat Joe,4
4532,Fat Joe,2 Chainz,1
4533,French Montana,E-40,1
4534,E-40,Red Cafe,1
4535,Diddy,Red Cafe,1
4536,Diddy,Machine Gun Kelly,1
4537,Diddy,King Los,3
4538,Red Cafe,Machine Gun Kelly,1
4539,Red Cafe,King Los,1
4540,Future,Chinx,1
4541,French Montana,Ma$e,1
4542,Ma$e,Rico Love,1
4543,Fat Joe,Wale,1
4544,French Montana,Mac Miller,2
4545,Mac Miller,Curren$y,1
4546,French Montana,J. Cole,1
4547,J. Cole,Rick Ross,1
4548,French Montana,Trina,1
4549,French Montana,Prodigy,3
4550,Prodigy,Chinx,1
4551,French Montana,Action Bronson,1
4552,French Montana,Tyga,1
4553,Tyga,Ace Hood,1
4554,French Montana,Akon,7
4555,Chinx,Akon,1
4556,Chinx,Kevin Gates,1
4557,Akon,Kevin Gates,1
4558,French Montana,CHEEZE,16
4559,French Montana,Charlie Rock,3
4560,CHEEZE,Charlie Rock,2
4561,CHEEZE,Chinx,3
4562,Charlie Rock,Chinx,1
4563,French Montana,Nawlage,1
4564,French Montana,Charlie Hustle,1
4565,Rick Ross,Charlie Hustle,1
4566,French Montana,L.E.P.,1
4567,French Montana,Bogus Boyz,1
4568,L.E.P.,Bogus Boyz,1
4569,French Montana,Flip,8
4570,Charlie Rock,CHEEZE,1
4571,French Montana,Stack Bundles,1
4572,Chinx,Stack Bundles,1
4573,French Montana,"Martin Luther King, Jr.",1
4574,French Montana,Shorty Ol' Face,1
4575,French Montana,Uncle Murda,3
4576,French Montana,Tripple C's,1
4577,Rick Ross,Tripple C's,1
4578,French Montana,Hot Rod,2
4579,French Montana,Mazaradi Fox,1
4580,Hot Rod,Mazaradi Fox,1
4581,French Montana,Jae Millz,4
4582,French Montana,Young Buck,1
4583,Young Buck,Hot Rod,1
4584,French Montana,Brock,3
4585,French Montana,Droop Pop,1
4586,French Montana,Tre Williams,3
4587,French Montana,Cutmaster C,1
4588,French Montana,Slim Dunkin,5
4589,Chinx,Slim Dunkin,1
4590,French Montana,Trouble,1
4591,Chinx,Trouble,1
4592,French Montana,Lloyd Banks,3
4593,French Montana,Tony Yayo,2
4594,Chinx,Lloyd Banks,2
4595,Chinx,Tony Yayo,1
4596,Lloyd Banks,Tony Yayo,1
4597,Chinx,Jadakiss,3
4598,French Montana,Jr. Reid,1
4599,French Montana,Floyd Mayweather,1
4600,Chinx,Jr. Reid,1
4601,Chinx,Floyd Mayweather,1
4602,Jadakiss,Lloyd Banks,1
4603,Jadakiss,Jr. Reid,1
4604,Jadakiss,Floyd Mayweather,1
4605,Lloyd Banks,Jr. Reid,1
4606,Lloyd Banks,Floyd Mayweather,1
4607,Jr. Reid,Floyd Mayweather,1
4608,French Montana,Styles P,2
4609,French Montana,Vado,2
4610,French Montana,Cam’ron,2
4611,Chinx,Uncle Murda,1
4612,Chinx,Styles P,1
4613,Chinx,Jim Jones,1
4614,Chinx,Vado,1
4615,Chinx,Cam’ron,1
4616,Uncle Murda,Jadakiss,2
4617,Uncle Murda,Styles P,2
4618,Uncle Murda,Jim Jones,1
4619,Uncle Murda,Vado,2
4620,Uncle Murda,Cam’ron,2
4621,Jadakiss,Jim Jones,1
4622,Jadakiss,Vado,2
4623,Jadakiss,Cam’ron,2
4624,Styles P,Jim Jones,1
4625,Styles P,Vado,2
4626,Styles P,Cam’ron,2
4627,Jim Jones,Vado,4
4628,Jim Jones,Cam’ron,22
4629,Vado,Cam’ron,3
4630,French Montana,Meek Mill,1
4631,French Montana,Young Chris,1
4632,Chinx,Meek Mill,1
4633,Chinx,Young Chris,1
4634,Chinx,CHEEZE,7
4635,Chinx,Flip,5
4636,CHEEZE,Flip,3
4637,French Montana,Heat Scalese,1
4638,Chinx,Heat Scalese,1
4639,French Montana,Trae Tha Truth,1
4640,French Montana,S.A.S.,1
4641,French Montana,Slim Thug,2
4642,French Montana,Waka Flocka Flame,2
4643,French Montana,YG,2
4644,French Montana,Joe Moses,2
4645,Waka Flocka Flame,YG,1
4646,Waka Flocka Flame,Joe Moses,3
4647,French Montana,Joell Ortiz,1
4648,N.O.R.E.,Joell Ortiz,1
4649,French Montana,Masspike Miles,3
4650,Rick Ross,Masspike Miles,1
4651,French Montana,Flip Charlie,1
4652,Chinx,Flip Charlie,1
4653,Chinx,YG,1
4654,Flip Charlie,YG,1
4655,Akon,Rick Ross,1
4656,French Montana,Suss One,1
4657,Suss One,Slim Thug,1
4658,French Montana,Corte Ellis,4
4659,Flip,Corte Ellis,1
4660,French Montana,Cee-Lo,1
4661,French Montana,Three 6 Mafia,1
4662,Three 6 Mafia,Project Pat,1
4663,French Montana,Gucci Mane,1
4664,Akon,Gucci Mane,2
4665,French Montana,Sam Hook,1
4666,Chinx,Sam Hook,1
4667,Chinx,Brock,1
4668,CHEEZE,Brock,1
4669,French Montana,Wiz Khalifa,3
4670,French Montana,JAY-Z,1
4671,French Montana,Nipsey Hu$$Le,1
4672,Wiz Khalifa,Big Sean,5
4673,Wiz Khalifa,Nipsey Hu$$Le,1
4674,Big Sean,Nipsey Hu$$Le,1
4675,French Montana,Mase,3
4676,Jadakiss,Nicki Minaj,1
4677,Jadakiss,Mase,1
4678,Nicki Minaj,Mase,1
4679,French Montana,OJ Da Juiceman,1
4680,French Montana,Bun B,1
4681,Mase,Akon,1
4682,French Montana,Dame Grease,14
4683,French Montana,Hollywood Fergie,2
4684,French Montana,DJ Dyber,1
4685,Max B,Hollywood Fergie,2
4686,Max B,DJ Dyber,1
4687,Hollywood Fergie,DJ Dyber,1
4688,French Montana,Sky High,3
4689,Max B,Dame Grease,7
4690,French Montana,Ransom,3
4691,Dame Grease,Hollywood Fergie,1
4692,Mase,Jadakiss,1
4693,Max B,Lloyd Banks,1
4694,Max B,Chinx,1
4695,Max B,Scarlett O'Harlem,1
4696,Chinx,Scarlett O'Harlem,1
4697,French Montana,Mack Mustard,1
4698,Max B,Mack Mustard,1
4699,Dame Grease,Mack Mustard,1
4700,French Montana,Snoop,1
4701,French Montana,Mike Shorey,2
4702,French Montana,Al Pac,3
4703,French Montana,Young Chris Benie,1
4704,French Montana,Alpac,3
4705,French Montana,Nipsey Hussle,1
4706,French Montana,Meeno,3
4707,Dame Grease,Jae Millz,1
4708,Dame Grease,Meeno,2
4709,Jae Millz,Meeno,1
4710,Dame Grease,Max B,1
4711,French Montana,Beanie Sigel,2
4712,Beanie Sigel,Max B,3
4713,French Montana,Sheek Louch,1
4714,Max B,Sheek Louch,1
4715,Max B,Jae Millz,2
4716,Max B,Meeno,2
4717,French Montana,Evil Empire & Dame Grease,1
4718,Max B,Evil Empire & Dame Grease,1
4719,Max B,Beanie Sigel,1
4720,French Montana,Arizone Slim,1
4721,French Montana,Paul Wall,1
4722,French Montana,AR-AB,1
4723,French Montana,Cassidy,1
4724,AR-AB,Cassidy,1
4725,French Montana,E-Snaps,1
4726,Max B,E-Snaps,1
4727,Dame Grease,E-Snaps,1
4728,Meeno,E-Snaps,1
4729,Max B,Maino,1
4730,French Montana,Mac Mustard,1
4731,Max B,Mac Mustard,1
4732,Max B,Tony Yayo,1
4733,French Montana,Gorilla Zoe,1
4734,Gorilla Zoe,Max B,1
4735,French Montana,Mazzerati Fox,1
4736,French Montana,Henny,3
4737,Henny,Lil Wayne,1
4738,French Montana,Dawn Monroe,1
4739,Dawn Monroe,Henny,1
4740,Lil Reese,Young Dolph,1
4741,Lil Reese,Chief Keef,5
4742,Lil Reese,Bwuan Bans,1
4743,Lil Reese,Fredo Santana,5
4744,Lil Reese,Tee Grizzley,1
4745,Lil Reese,Lil Durk,4
4746,Lil Durk,Fredo Santana,1
4747,Lil Reese,Wale,1
4748,Lil Reese,Young Thug,1
4749,Lil Reese,Jim Jones,1
4750,Lil Reese,Young Scooter,1
4751,Jim Jones,Young Scooter,1
4752,Lil Reese,Turbo,1
4753,Lil Reese,Jadakiss,1
4754,Lil Reese,Benji300,1
4755,Lil Reese,Rick Ross,1
4756,Soulja Boy,Jessica Dime,1
4757,Soulja Boy,G$ Lil Ronnie,1
4758,Soulja Boy,Lil B,27
4759,Soulja Boy,24hrs,1
4760,Soulja Boy,Sean Kingston,5
4761,Soulja Boy,Maybacc,1
4762,WawMart,JimmiNewTron,1
4763,WawMart,CBAJay,1
4764,WawMart,BAnNAm,1
4765,WawMart,Big JimHill Jameel,1
4766,WawMart,#3 Presidential Playas,1
4767,Big JimHill Jameel,#3 Presidential Playas,1
4768,Soulja Boy,Young L,9
4769,Soulja Boy,Rich The Kid,5
4770,Soulja Boy,JBar,1
