,artist,collab,weight
0,Drake,Lil Baby,2
1,Drake,Lil Durk,1
2,Drake,Giveon,2
3,Lil Durk,Giveon,1
4,Drake,JAY-Z,4
5,Drake,Travis Scott,4
6,Drake,Future,15
7,Drake,Young Thug,4
8,Future,Young Thug,26
9,Drake,Yebba,1
10,Drake,21 Savage,1
11,Drake,Project Pat,1
12,21 Savage,Project Pat,1
13,Drake,Tems,1
14,Drake,Ty Dolla $ign,2
15,Drake,Lil Wayne,18
16,Drake,Rick Ross,3
17,Lil Wayne,Rick Ross,7
18,Drake,Kid Cudi,1
19,Drake,Chris Brown,2
20,Future,Drake,10
21,Drake,Playboi Carti,1
22,Drake,Fivio Foreign,1
23,Drake,Sosa Geek,1
24,Fivio Foreign,Sosa Geek,2
25,Drake,J. Cole,1
26,Drake,James Fauntleroy,1
27,Drake,Trey Songz,1
28,Trey Songz,Lil Wayne,2
29,Drake,Peter Bjorn and John,1
30,Drake,Lloyd,1
31,Drake,Lykke Li,1
32,Drake,Santigold,1
33,Santigold,Lil Wayne,1
34,Drake,Bun B,3
35,Bun B,Lil Wayne,3
36,Drake,Omarion,1
37,Drake,Chilly Gonzales,1
38,Drake,Michael Jackson,1
39,Drake,Static Major,1
40,Static Major,Ty Dolla $ign,1
41,Drake,Giggs,2
42,Drake,Black Coffee,1
43,Drake,Jorja Smith,1
44,Black Coffee,Jorja Smith,1
45,Drake,Sampha,2
46,Drake,Quavo,1
47,Quavo,Travis Scott,2
48,Drake,2 Chainz,2
49,2 Chainz,Young Thug,2
50,Drake,Kanye West,2
51,Drake,PARTYNEXTDOOR,4
52,Drake,dvsn,1
53,Drake,Pimp C,1
54,dvsn,Pimp C,1
55,Drake,WizKid,1
56,Drake,Kyla,1
57,WizKid,Kyla,1
58,Drake,Rihanna,2
59,Drake,Majid Jordan,2
60,Drake,Jhené Aiko,1
61,Drake,Detail,1
62,Drake,Big Sean,1
63,2 Chainz,Big Sean,6
64,Drake,The Weeknd,1
65,Drake,Kendrick Lamar,1
66,Drake,Birdman,1
67,Drake,Nicki Minaj,3
68,Drake,André 3000,1
69,Lil Wayne,André 3000,1
70,Drake,Alicia Keys,1
71,Drake,T.I.,1
72,Drake,Swizz Beatz,1
73,T.I.,Swizz Beatz,3
74,Drake,The-Dream,1
75,Drake,Jeezy,2
76,Lil Baby,Lil Durk,20
77,Lil Baby,Travis Scott,1
78,Lil Durk,Travis Scott,1
79,Lil Baby,Meek Mill,2
80,Lil Durk,Meek Mill,4
81,Lil Baby,Young Thug,7
82,Lil Durk,Young Thug,4
83,Lil Baby,Rod Wave,1
84,Lil Durk,Rod Wave,1
85,Lil Durk,Lil Baby,5
86,Lil Durk,Pooh Shiesty,1
87,Lil Durk,Sydny August,1
88,Lil Durk,King Von,7
89,Lil Durk,6LACK,1
90,6LACK,Young Thug,1
91,Lil Durk,YNW Melly,2
92,Lil Durk,Booka600,5
93,Lil Durk,Polo G,2
94,Lil Baby,Polo G,1
95,Lil Durk,Gunna,3
96,Lil Durk,G Herbo,2
97,Lil Durk,Only The Family,10
98,Lil Durk,Jusblow600,1
99,Only The Family,King Von,5
100,Only The Family,Jusblow600,1
101,King Von,Jusblow600,1
102,Lil Durk,NLE Choppa,1
103,Only The Family,NLE Choppa,1
104,Only The Family,Polo G,1
105,Only The Family,Booka600,7
106,Only The Family,C3,2
107,Only The Family,G Herbo,1
108,Booka600,G Herbo,1
109,Lil Durk,Lil Tjay,1
110,Only The Family,Lil Tjay,1
111,Only The Family,MK,1
112,Only The Family,Otf Ikey,7
113,Only The Family,Doodie Lo,9
114,Only The Family,Memo600,4
115,Doodie Lo,Memo600,1
116,Lil Durk,21 Savage,2
117,Lil Durk,A Boogie Wit da Hoodie,2
118,Lil Durk,Nicki Minaj,1
119,Lil Durk,Key Glock,1
120,Lil Durk,Future,3
121,Lil Durk,Ty Dolla $ign,3
122,Ty Dolla $ign,A Boogie Wit da Hoodie,1
123,Lil Durk,Kevin Gates,1
124,Lil Durk,TK Kravitz,2
125,Gunna,TK Kravitz,1
126,Lil Durk,Kodak Black,1
127,Lil Durk,Young Dolph,2
128,Young Dolph,Lil Baby,1
129,Lil Durk,Lil Skies,1
130,Lil Durk,PARTYNEXTDOOR,1
131,Ty Dolla $ign,PARTYNEXTDOOR,1
132,Tee Grizzley,Lil Durk,14
133,Lil Durk,Derez De’Shon,2
134,Lil Durk,Moneybagg Yo,2
135,Lil Durk,YFN Lucci,4
136,Lil Durk,Lil Reese,3
137,Lil Durk,Mozzy,1
138,Lil Durk,Otf Ikey,2
139,Mozzy,Otf Ikey,1
140,Lil Durk,Hypno Carlito,3
141,Lil Durk,DeJ Loaf,3
142,Lil Durk,BJ The Chicago Kid,1
143,Lil Durk,Yo Gotti,2
144,Lil Durk,Zona Man,1
145,Zona Man,Future,2
146,Lil Durk,Jeremih,1
147,Lil Durk,Logic,1
148,Lil Durk,King Popo,1
149,Lil Durk,Johnny May Cash,1
150,Lil Durk,Migos,1
151,Lil Durk,Cash Out,1
152,Migos,Cash Out,1
153,Lil Durk,French Montana,2
154,Lil Durk,Soulja Boy,1
155,JAY-Z,Gloria Carter,1
156,JAY-Z,Frank Ocean,6
157,JAY-Z,Beyoncé,8
158,JAY-Z,Damian Marley,1
159,JAY-Z,Justin Timberlake,1
160,JAY-Z,Rick Ross,2
161,JAY-Z,Kanye West,34
162,JAY-Z,The-Dream,2
163,Kanye West,Frank Ocean,4
164,Kanye West,The-Dream,3
165,Frank Ocean,The-Dream,2
166,Kanye West,Beyoncé,2
167,JAY-Z,Otis Redding,2
168,Kanye West,Otis Redding,2
169,JAY-Z,Mr Hudson,3
170,Kanye West,Mr Hudson,2
171,Kanye West,JAY-Z,7
172,JAY-Z,Curtis Mayfield,2
173,Kanye West,Curtis Mayfield,2
174,JAY-Z,Eminem,1
175,JAY-Z,Faith Evans,2
176,JAY-Z,The Notorious B.I.G.,5
177,Faith Evans,The Notorious B.I.G.,27
178,JAY-Z,Dr. Dre,1
179,JAY-Z,Rakim,1
180,JAY-Z,Truth Hurts,1
181,Dr. Dre,Rakim,1
182,Dr. Dre,Truth Hurts,1
183,Rakim,Truth Hurts,1
184,JAY-Z,Sean Paul,1
185,JAY-Z,LaToiya Williams,1
186,JAY-Z,Big Boi,1
187,JAY-Z,Killer Mike,1
188,JAY-Z,Twista,4
189,Big Boi,Killer Mike,10
190,Big Boi,Twista,1
191,Killer Mike,Twista,1
192,JAY-Z,Lenny Kravitz,1
193,JAY-Z,M.O.P.,1
194,JAY-Z,Beanie Sigel,34
195,JAY-Z,Scarface,3
196,Beanie Sigel,Scarface,7
197,JAY-Z,Young Chris,2
198,JAY-Z,Memphis Bleek,25
199,JAY-Z,Freeway,6
200,JAY-Z,Young Gunz,1
201,JAY-Z,Peedi Crakk,1
202,JAY-Z,Sparks,1
203,JAY-Z,Rell,3
204,Memphis Bleek,Freeway,6
205,Memphis Bleek,Young Gunz,2
206,Memphis Bleek,Peedi Crakk,2
207,Memphis Bleek,Sparks,1
208,Memphis Bleek,Rell,5
209,Freeway,Young Gunz,3
210,Freeway,Peedi Crakk,8
211,Freeway,Sparks,3
212,Freeway,Rell,3
213,Young Gunz,Peedi Crakk,1
214,Young Gunz,Sparks,1
215,Young Gunz,Rell,1
216,Peedi Crakk,Sparks,1
217,Peedi Crakk,Rell,1
218,Sparks,Rell,1
219,JAY-Z,DJ Clue,1
220,JAY-Z,Luke Steele,1
221,JAY-Z,Rihanna,1
222,Rihanna,Kanye West,1
223,JAY-Z,Alicia Keys,1
224,JAY-Z,Jeezy,3
225,JAY-Z,Swizz Beatz,3
226,JAY-Z,Drake,1
227,JAY-Z,J. Cole,1
228,JAY-Z,Kid Cudi,1
229,JAY-Z,Pharrell Williams,3
230,JAY-Z,Lil Wayne,2
231,JAY-Z,Nas,4
232,JAY-Z,Idris Elba,1
233,JAY-Z,DJ Green Lantern,7
234,Memphis Bleek,DJ Green Lantern,7
235,JAY-Z,Chrisette Michele,2
236,JAY-Z,John Legend,2
237,JAY-Z,Usher,2
238,Usher,Pharrell Williams,3
239,JAY-Z,Sterling Simms,2
240,JAY-Z,Ne-Yo,2
241,JAY-Z,Chris Martin,2
242,JAY-Z,UGK,3
243,JAY-Z,Foxy Brown,6
244,JAY-Z,Mary J. Blige,3
245,Beanie Sigel,Memphis Bleek,7
246,JAY-Z,Snoop Dogg,2
247,Memphis Bleek,Snoop Dogg,2
248,JAY-Z,Dynasty,2
249,JAY-Z,R. Kelly,2
250,JAY-Z,Lil' Mo,2
251,Memphis Bleek,Lil' Mo,2
252,Memphis Bleek,Beanie Sigel,17
253,Lil' Mo,Beanie Sigel,2
254,Beanie Sigel,Freeway,17
255,Freeway,Beanie Sigel,11
256,JAY-Z,Amil,5
257,Amil,Beanie Sigel,4
258,JAY-Z,Mariah Carey,1
259,JAY-Z,JUVENILE,1
260,Memphis Bleek,Amil,3
261,JAY-Z,Timbaland,1
262,JAY-Z,Da Ranjahz,1
263,JAY-Z,Big Jaz,3
264,JAY-Z,DMX,3
265,JAY-Z,Too $hort,3
266,JAY-Z,Ja Rule,1
267,Amil,Ja Rule,1
268,JAY-Z,The LOX,2
269,JAY-Z,Sauce Money,4
270,The LOX,Sauce Money,1
271,The LOX,Beanie Sigel,1
272,Sauce Money,Beanie Sigel,1
273,JAY-Z,Kid Capri,1
274,Memphis Bleek,JAY-Z,23
275,JAY-Z,Jermaine Dupri,2
276,JAY-Z,Blackstreet,2
277,JAY-Z,Diddy,3
278,JAY-Z,Lil' Kim,2
279,Diddy,Lil' Kim,12
280,JAY-Z,Babyface,2
281,Babyface,Foxy Brown,2
282,JAY-Z,Mecca,1
283,Big Jaz,Sauce Money,1
284,JAY-Z,Melissa Morgan,1
285,Future,Lil Uzi Vert,23
286,Future,Travis Scott,2
287,Future,YoungBoy Never Broke Again,1
288,Future,Lil Durk,1
289,Future,Meek Mill,1
290,Future,Doe Boy,2
291,Meek Mill,Doe Boy,1
292,Future,DaBaby,1
293,Future,Lil Baby,1
294,Drake,DaBaby,1
295,DaBaby,Lil Baby,1
296,Future,Gunna,3
297,Young Thug,Gunna,26
298,Future,Juice WRLD,12
299,Future,Young Scooter,11
300,Juice WRLD,Young Scooter,1
301,Juice WRLD,Young Thug,2
302,Future,Lil Wayne,6
303,Future,Yung Bans,2
304,Juice WRLD,Yung Bans,1
305,Juice WRLD,Gunna,1
306,Future,Nicki Minaj,2
307,Sleepy Brown,Scar,1
308,Future,21 Savage,1
309,Future,PARTYNEXTDOOR,1
310,Khalid,H.E.R.,1
311,Rich The Kid,Rico Love,1
312,G Herbo,21 Savage,4
313,Lil Jon,Bangladesh,1
314,Lil Jon,Freeway,1
315,Lil Jon,CyHi The Prynce,1
316,Bangladesh,Freeway,1
317,Bangladesh,CyHi The Prynce,1
318,Freeway,CyHi The Prynce,1
319,Lecrae,Sean Garrett,1
320,Lecrae,Crystal Nicole,1
321,Sean Garrett,Crystal Nicole,1
322,Rick Ross,Smif-N-Wessun,1
323,Future,Sleepy Brown,1
324,Future,Offset,1
325,Young Thug,Offset,3
326,Future,The Weeknd,2
327,Future,Rihanna,1
328,Future,Chris Brown,1
329,Future,Kendrick Lamar,2
330,Future,YG,1
331,Future,Gucci Mane,12
332,Gucci Mane,Young Thug,71
333,Future,Juicy J,5
334,Gucci Mane,Juicy J,2
335,Future,2 Chainz,4
336,Gucci Mane,2 Chainz,19
337,Gucci Mane,Drake,5
338,2 Chainz,Drake,5
339,Future,Diddy,2
340,Future,Pharrell Williams,3
341,Future,Ludacris,5
342,Future,Pusha T,4
343,Future,Casino,4
344,Diddy,Pharrell Williams,1
345,Diddy,Ludacris,2
346,Diddy,Pusha T,2
347,Diddy,Casino,1
348,Pharrell Williams,Ludacris,1
349,Pharrell Williams,Pusha T,7
350,Pharrell Williams,Casino,3
351,Ludacris,Pusha T,2
352,Ludacris,Casino,1
353,Pusha T,Casino,3
354,Future,Zaytoven,8
355,Zaytoven,Young Scooter,4
356,Future,JUVENILE,1
357,Zaytoven,JUVENILE,1
358,Future,The Juvenile,1
359,Future,Jeezy,4
360,Future,A$AP Ferg,1
361,Juicy J,A$AP Ferg,1
362,Future,Rick Ross,4
363,Future,Tracy T,1
364,Rick Ross,Tracy T,2
365,Future,André 3000,3
366,Future,Keyshia Cole,1
367,Future,Trina,1
368,Future,French Montana,2
369,Future,Rico Love,1
370,Future,Lil Meta,1
371,Lil Wayne,Kendrick Lamar,2
372,Future,Detail,1
373,Future,Fly Boyz,1
374,Future,Wiz Khalifa,2
375,Future,Kanye West,1
376,Future,Birdman,3
377,Rick Ross,French Montana,5
378,Rick Ross,Birdman,1
379,French Montana,Birdman,1
380,Future,T.I.,4
381,T.I.,Birdman,2
382,T.I.,Wiz Khalifa,2
383,T.I.,2 Chainz,3
384,Birdman,Wiz Khalifa,1
385,Birdman,2 Chainz,1
386,Wiz Khalifa,2 Chainz,4
387,Future,Mexico Rann,2
388,Doe Boy,Mexico Rann,2
389,Future,Soulja Boy,2
390,Future,Fat Joe,1
391,Future,Mack Maine,1
392,Lil Wayne,Birdman,5
393,Lil Wayne,Mack Maine,5
394,Birdman,Mack Maine,4
395,Future,Bin Bank Black,1
396,Future,Trey Songz,1
397,Future,Sean Garrett,1
398,Trey Songz,Sean Garrett,1
399,Future,Drumma Boy,1
400,Future,Young Dolph,1
401,Drumma Boy,Young Dolph,4
402,Future,Gorilla Zoe,1
403,Future,Swift,1
404,Gorilla Zoe,Swift,1
405,Jeezy,Ludacris,1
406,Jeezy,T.I.,10
407,Ludacris,T.I.,1
408,Future,Yo Gotti,4
409,Rick Ross,Yo Gotti,7
410,Rick Ross,T.I.,4
411,Yo Gotti,T.I.,4
412,Jeezy,Young Scooter,1
413,Future,Rocko,2
414,Ludacris,Rocko,1
415,Future,Mac Miller,1
416,Future,Wiz Khalifa & Rocko,1
417,Future,Game & Young Jeezy,1
418,Future,Ciara,1
419,Future,French Montana & Chinx Drugz,1
420,Ludacris,Juicy J,1
421,Future,Brianna Perry,1
422,Future,Waka Flocka Flame,3
423,2 Chainz,Waka Flocka Flame,2
424,Future,Jim Jones,1
425,Yo Gotti,Jim Jones,1
426,Future,Big Rube,2
427,Future,Kelly Rowland,1
428,Future,Snoop Dogg,1
429,Future,R. Kelly,2
430,Future,Trae Tha Truth,2
431,Future,Cooley,1
432,Future,Tasha Catour,1
433,Yebba,A$AP Rocky,1
434,Yebba,Smino,1
435,Project Pat,Kholebeatz,2
436,Kholebeatz,Project Pat,7
437,Kholebeatz,Crunchy Black,1
438,Project Pat,Crunchy Black,3
439,Lil Wyte,Kholebeatz,5
440,Lil Wyte,Project Pat,6
441,Project Pat,Lil Wyte,2
442,Kholebeatz,Lil Wyte,5
443,Kholebeatz,Bennie Franks,2
444,Project Pat,Bennie Franks,1
445,Lil Wyte,Kraziak,1
446,Kholebeatz,Kraziak,1
447,Kholebeatz,La Chat,5
448,Kholebeatz,Gangsta Boo,3
449,La Chat,Gangsta Boo,3
450,Project Pat,K-Bird,23
451,Project Pat,Black static blue flame,8
452,K-Bird,Black static blue flame,9
453,Project Pat,Bones,1
454,K-Bird,Bones,1
455,Black static blue flame,Bones,1
456,Project Pat,A'Tus,2
457,K-Bird,A'Tus,2
458,Project Pat,Yk808mafia,1
459,K-Bird,Yk808mafia,1
460,Project Pat,Solo da Huncho,1
461,K-Bird,Solo da Huncho,1
462,Project Pat,Space Invader Bd,3
463,Project Pat,Jeanius,1
464,K-Bird,Space Invader Bd,4
465,K-Bird,Jeanius,1
466,Space Invader Bd,Jeanius,1
467,Project Pat,Young Dolph,3
468,K-Bird,Young Dolph,1
469,Black static blue flame,A'Tus,1
470,Project Pat,Juicy J,7
471,Project Pat,Bankroll Fresh,2
472,Project Pat,Fetty Wap,1
473,Project Pat,Big Trill,1
474,Fetty Wap,Big Trill,1
475,Project Pat,Cap1,1
476,Cap1,Young Dolph,1
477,Project Pat,Wiz Khalifa,3
478,Project Pat,Joe Simpson,4
479,Wiz Khalifa,Joe Simpson,1
480,Project Pat,Tatalalicious,1
481,Project Pat,King Ray,2
482,Joe Simpson,King Ray,1
483,Project Pat,Wale,1
484,Project Pat,Ty Dolla $ign,1
485,Wale,Ty Dolla $ign,1
486,Wale,Wiz Khalifa,2
487,Ty Dolla $ign,Wiz Khalifa,8
488,Project Pat,Donvito,1
489,Project Pat,Doe B,1
490,Juicy J,Doe B,1
491,Project Pat,Nasty Mane,20
492,French Montana,Juicy J,19
493,French Montana,Project Pat,18
494,Juicy J,Project Pat,45
495,French Montana,DJ Paul,1
496,Juicy J,DJ Paul,2
497,Project Pat,DJ Paul,2
498,Project Pat,Brisco,1
499,Juicy J,Brisco,1
500,Project Pat,Three 6 Mafia,8
501,Project Pat,Rick Ross,1
502,Three 6 Mafia,Rick Ross,2
503,Project Pat,OJ Da Juiceman,1
504,Project Pat,Gucci Mane,1
505,Project Pat,Beanie Sigel,2
506,Project Pat,Mr. Bigg,2
507,Project Pat,Lyfe Jennings,2
508,Project Pat,Jeezy,2
509,Mr. Bigg,Lyfe Jennings,2
510,Mr. Bigg,Jeezy,2
511,Lyfe Jennings,Jeezy,2
512,Project Pat,Pimp C,2
513,Project Pat,JUVENILE,2
514,Project Pat,La Chat,1
515,La Chat,Three 6 Mafia,1
516,DJ Paul,Juicy J,3
517,Project Pat,Namond Lumpkin,2
518,Project Pat,Lord Infamous,1
519,Project Pat,Edgar Fletcher,1
520,Namond Lumpkin,Edgar Fletcher,1
521,Project Pat,Hypnotize Camp Posse,2
522,Project Pat,N.O.R.E.,1
523,Project Pat,Tear Da Club Up Thugs,2
524,N.O.R.E.,Tear Da Club Up Thugs,1
525,Project Pat,Gangsta Boo,2
526,Project Pat,Krayzie Bone,1
527,Project Pat,B.G.,1
528,Project Pat,Big Tymers,2
529,B.G.,Big Tymers,1
530,Project Pat,Crucial Conflict,1
531,Project Pat,Hot Boys,1
532,Hot Boys,Big Tymers,1
533,Hot Boys,Tear Da Club Up Thugs,1
534,Big Tymers,Tear Da Club Up Thugs,1
535,dvsn,Ty Dolla $ign,11
536,dvsn,YG,1
537,Ty Dolla $ign,YG,5
538,dvsn,Rauw Alejandro,1
539,Ty Dolla $ign,Rauw Alejandro,1
540,dvsn,Mac Miller,1
541,Ty Dolla $ign,Mac Miller,1
542,Ty Dolla $ign,Kid Cudi,1
543,Ty Dolla $ign,Post Malone,1
544,Ty Dolla $ign,Anderson .Paak,1
545,Ty Dolla $ign,Kanye West,3
546,Ty Dolla $ign,Thundercat,1
547,Anderson .Paak,Kanye West,1
548,Anderson .Paak,Thundercat,1
549,Kanye West,Thundercat,1
550,Ty Dolla $ign,Quavo,4
551,Ty Dolla $ign,Lil Durk,1
552,Ty Dolla $ign,Nicki Minaj,1
553,Ty Dolla $ign,Big Sean,2
554,Ty Dolla $ign,Mustard,2
555,Ty Dolla $ign,Roddy Ricch,1
556,Mustard,Roddy Ricch,1
557,Ty Dolla $ign,Jhené Aiko,4
558,Jhené Aiko,Mustard,1
559,Ty Dolla $ign,Kehlani,1
560,Ty Dolla $ign,Future,6
561,Ty Dolla $ign,Young Thug,1
562,Ty Dolla $ign,Gunna,1
563,Ty Dolla $ign,6LACK,1
564,Ty Dolla $ign,Musiq Soulchild,1
565,Ty Dolla $ign,Tish Hyman,1
566,6LACK,Musiq Soulchild,1
567,6LACK,Tish Hyman,1
568,Musiq Soulchild,Tish Hyman,1
569,Ty Dolla $ign,FKA twigs,1
570,Ty Dolla $ign,Skrillex,2
571,FKA twigs,Skrillex,1
572,FKA twigs,Kanye West,1
573,Skrillex,Kanye West,1
574,Jeremih,Ty Dolla $ign,14
575,Jeremih,French Montana,1
576,Ty Dolla $ign,French Montana,4
577,Jeremih,Chris Brown,1
578,Jeremih,Wiz Khalifa,1
579,Ty Dolla $ign,Chris Brown,2
580,Chris Brown,Wiz Khalifa,4
581,Ty Dolla $ign,Lil Wayne,1
582,Ty Dolla $ign,The-Dream,1
583,Lil Wayne,The-Dream,2
584,Ty Dolla $ign,Tory Lanez,2
585,Ty Dolla $ign,Swae Lee,1
586,Future,Swae Lee,1
587,Ty Dolla $ign,Jeremih,4
588,Ty Dolla $ign,24hrs,2
589,Future,24hrs,1
590,Ty Dolla $ign,Pharrell Williams,1
591,Pharrell Williams,Wiz Khalifa,1
592,Ty Dolla $ign,Damian Marley,1
593,Damian Marley,Skrillex,1
594,Ty Dolla $ign,MadeinTYO,1
595,Ty Dolla $ign,Lauren Jauregui,1
596,Ty Dolla $ign,Gucci Mane,1
597,Gucci Mane,Quavo,18
598,Ty Dolla $ign,21 Savage,1
599,French Montana,Quavo,4
600,Ty Dolla $ign,Yo Gotti,2
601,Ty Dolla $ign,Migos,1
602,Ty Dolla $ign,Travis Scott,1
603,Ty Dolla $ign,Trey Songz,4
604,Trey Songz,Wiz Khalifa,2
605,Ty Dolla $ign,Big TC,2
606,Ty Dolla $ign,Meek Mill,1
607,Ty Dolla $ign,Charlie Heat,1
608,Future,Charlie Heat,1
609,Ty Dolla $ign,Brandy,1
610,Ty Dolla $ign,James Fauntleroy,1
611,Ty Dolla $ign,Kendrick Lamar,1
612,Brandy,James Fauntleroy,1
613,Brandy,Kendrick Lamar,1
614,James Fauntleroy,Kendrick Lamar,1
615,Ty Dolla $ign,E-40,1
616,Ty Dolla $ign,Jagged Edge,1
617,Ty Dolla $ign,Babyface,1
618,Ty Dolla $ign,Sevyn Streeter,1
619,Ty Dolla $ign,D-Loc,1
620,Big TC,D-Loc,1
621,Ty Dolla $ign,Diddy,1
622,Diddy,Kanye West,1
623,Ty Dolla $ign,Fetty Wap,1
624,Ty Dolla $ign,Rae Sremmurd,1
625,Future,Rae Sremmurd,1
626,Ty Dolla $ign,Joe Moses,2
627,Ty Dolla $ign,TeeCee4800,1
628,YG,Joe Moses,4
629,YG,TeeCee4800,4
630,Joe Moses,TeeCee4800,1
631,Ty Dolla $ign,R. Kelly,1
632,Ty Dolla $ign,PJ,1
633,Ty Dolla $ign,Sa-Ra,1
634,PJ,Sa-Ra,1
635,Ty Dolla $ign,Rich Homie Quan,1
636,Ty Dolla $ign,Juicy J,1
637,Rich Homie Quan,Juicy J,1
638,Ty Dolla $ign,Rick Ross,1
639,Ty Dolla $ign,Dom Kennedy,1
640,Rick Ross,Dom Kennedy,1
641,Yo Gotti,French Montana,3
642,Ty Dolla $ign,Fabolous,1
643,Fabolous,YG,1
644,Ty Dolla $ign,T.I.,2
645,Rick Ross,The-Dream,4
646,Rick Ross,Willie Falcon,1
647,The-Dream,Willie Falcon,1
648,Rick Ross,Benny The Butcher,1
649,Rick Ross,Wale,8
650,Rick Ross,Future,5
651,Wale,Future,2
652,Rick Ross,DreamDoll,1
653,Rick Ross,Yungeen Ace,1
654,Rick Ross,Majornine,1
655,Yungeen Ace,Majornine,1
656,Rick Ross,Blxst,1
657,Rick Ross,Jazmine Sullivan,1
658,Rick Ross,21 Savage,1
659,Jazmine Sullivan,21 Savage,1
660,Rick Ross,Wiz Khalifa,2
661,Rick Ross,AZ,1
662,Rick Ross,Anderson .Paak,1
663,Rick Ross,Gunplay,4
664,Rick Ross,Summer Walker,1
665,Rick Ross,DeJ Loaf,2
666,Rick Ross,Swizz Beatz,1
667,Rick Ross,Meek Mill,6
668,Rick Ross,Nipsey Hussle,1
669,Rick Ross,Teyana Taylor,1
670,Nipsey Hussle,Teyana Taylor,1
671,Rick Ross,Jeezy,8
672,Rick Ross,YFN Lucci,1
673,Rick Ross,Ball Greezy,1
674,YFN Lucci,Ball Greezy,1
675,Rick Ross,A Boogie Wit da Hoodie,1
676,Rick Ross,Denzel Curry,1
677,A Boogie Wit da Hoodie,Denzel Curry,1
678,Rick Ross,John Legend,6
679,Rick Ross,Lil Wayne,10
680,John Legend,Lil Wayne,1
681,Rick Ross,Drake,5
682,Rick Ross,Raphael Saadiq,3
683,Rick Ross,Chris Rock,1
684,Rick Ross,Young Thug,1
685,Young Thug,Wale,2
686,Jeezy,Yo Gotti,11
687,Rick Ross,Gucci Mane,4
688,Rick Ross,Ty Dolla $ign,1
689,Rick Ross,Nas,7
690,Rick Ross,Anthony Hamilton,1
691,Meek Mill,Anthony Hamilton,1
692,Rick Ross,Scrilla,1
693,Rick Ross,CeeLo Green,3
694,Rick Ross,DJ Premier,1
695,Rick Ross,Mariah Carey,1
696,Rick Ross,Mary J. Blige,1
697,Rick Ross,Slab,1
698,Rick Ross,Project Pat,2
699,Rick Ross,JAY-Z,10
700,Rick Ross,K. Michelle,1
701,Rick Ross,Snoop Dogg,2
702,Rick Ross,R. Kelly,4
703,Rick Ross,Boosie Badazz,1
704,Rick Ross,Big K.R.I.T.,1
705,Rick Ross,Sizzla,1
706,Rick Ross,Mavado,1
707,Sizzla,Mavado,1
708,Rick Ross,The Weeknd,1
709,Rick Ross,Kanye West,5
710,Rick Ross,Big Sean,1
711,Kanye West,Big Sean,2
712,Rick Ross,Scarface,2
713,Rick Ross,Z-Ro,2
714,Scarface,Z-Ro,6
715,Rick Ross,Dr. Dre,2
716,Dr. Dre,JAY-Z,2
717,Rick Ross,Ne-Yo,6
718,Rick Ross,André 3000,2
719,Rick Ross,Elijah Blake,2
720,Rick Ross,Omarion,2
721,Rick Ross,Usher,2
722,Wale,Drake,2
723,Rick Ross,Stalley,2
724,Rick Ross,Jadakiss,2
725,Rick Ross,Erykah Badu,2
726,T.I.,Jadakiss,3
727,T.I.,Erykah Badu,2
728,Jadakiss,Erykah Badu,2
729,Rick Ross,Trey Songz,5
730,Rick Ross,Diddy,3
731,Trey Songz,Diddy,3
732,Rick Ross,Styles P,3
733,Rick Ross,Chrisette Michele,2
734,Drake,Chrisette Michele,2
735,Rick Ross,T-Pain,7
736,T-Pain,Lil Wayne,2
737,T-Pain,Kanye West,2
738,Lil Wayne,Kanye West,3
739,Rick Ross,Magazeen,2
740,Rick Ross,Robin Thicke,2
741,Rick Ross,Foxy Brown,2
742,Rick Ross,Trina,2
743,Rick Ross,Jiggolo,4
744,Rick Ross,Noah,3
745,Jiggolo,Noah,1
746,Rick Ross,Big Duke,1
747,Rick Ross,Cinque,1
748,Big Duke,Cinque,1
749,Big Duke,Jiggolo,1
750,Cinque,Jiggolo,1
751,Rick Ross,Next,1
752,Noah,Jiggolo,1
753,Rick Ross,Devin The Dude,1
754,Devin The Dude,Jiggolo,1
755,Rick Ross,Clipse,1
756,Rick Ross,Gillie Da Kid,1
757,Rick Ross,Reed Dollarz,1
758,Gillie Da Kid,Reed Dollarz,1
759,Rick Ross,Mannie Fresh,2
760,Rick Ross,EbonyLove,2
761,Rick Ross,Nelly,2
762,Rick Ross,Avery Storm,2
763,Nelly,Avery Storm,3
764,Rick Ross,Trick Daddy,1
765,Lil Wayne,Jeezy,2
766,Lil Wayne,Trick Daddy,1
767,Jeezy,Trick Daddy,6
768,Rick Ross,Triple C,3
769,Rick Ross,Brisco,4
770,Triple C,Brisco,2
771,Rick Ross,Rodney,4
772,Rick Ross,Akon,2
773,Rick Ross,Dre,3
774,Rick Ross,Mario Winans,2
775,Rick Ross,J Rock,2
776,Rick Ross,Lyfe Jennings,2
777,Rick Ross,Carol City Cartel,2
778,Lil Wayne,Brisco,6
779,Rick Ross,Lloyd,1
780,Giveon,Snoh Aalegra,1
781,Young Thug,Strick,3
782,Young Thug,J. Cole,2
783,Young Thug,T-Shyne,2
784,J. Cole,T-Shyne,1
785,Young Thug,Bslime,2
786,Young Thug,Future,7
787,Bslime,Future,1
788,Young Thug,Juice WRLD,2
789,Young Thug,A$AP Rocky,1
790,Young Thug,Post Malone,1
791,A$AP Rocky,Post Malone,1
792,Young Thug,Lil Double 0,1
793,Young Thug,Drake,3
794,Young Thug,Travis Scott,8
795,Young Thug,Doja Cat,1
